filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,triple,name,id,uuid
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,6a02a74c-314a-43eb-b33e-1438967aadec,PROLIFIC,25-May-2020 09:24:58,427,17659,"""{\""47\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),146940,d6d55b37-0d99-4210-8173-8751cb79c0ef
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,55d60352-d1f2-4403-b7b6-d95c389fb548,PROLIFIC,25-May-2020 09:46:04,427,17659,"""{\""54\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),148271,1b005533-314a-437b-b638-451573c8b4dc
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,925713c0-2d6c-4910-b541-e678cf440693,PROLIFIC,25-May-2020 09:48:03,427,17659,"""{\""43\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),148363,4ad3c880-d7c6-4209-a4b3-7b7c68927cc6
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,1d4221e3-12b2-4232-90bf-72bd40959192,PROLIFIC,25-May-2020 09:37:50,427,17659,"""{\""14\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),147793,a2e3baf3-452e-48b6-a709-bfdb4c9995e1
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,d91be19c-67e7-4822-966a-8fe7ac085f36,PROLIFIC,25-May-2020 09:07:33,427,17659,"""{\""63\"":{\""answer\"":true}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),146397,b5a4adcd-2249-4636-8ca5-6108084e35dd
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,118e9763-9c61-4186-beed-b092a11c960d,PROLIFIC,25-May-2020 09:22:45,427,17659,"""{\""2\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),146794,3e7c1477-cc8a-4916-8a6c-e4bec95a75a0
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,6b9c06b6-d560-4d96-98a4-ea2244855467,PROLIFIC,25-May-2020 09:47:54,427,17659,"""{\""22\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),148355,52315869-de8d-4a73-b88d-49462e192b26
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,c96c59e0-6f61-4486-b4d4-8b0c6a98735f,PROLIFIC,25-May-2020 10:29:50,427,17659,"""{\""11\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),148533,33806232-ac5e-4b0e-9f80-ebb50145a297
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,792b2e65-401a-4f43-a3ee-ec2d933f3e0f,PROLIFIC,25-May-2020 09:47:44,427,17659,"""{\""60\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),148347,489cedeb-8e28-4248-8cce-cf69573235c6
qu70-s_qu70-batch97.csv,,NOT AVAILABLE,NOT AVAILABLE,ac14b675-ad96-4ab1-a35b-a94b042d0b79,PROLIFIC,25-May-2020 09:40:53,427,17659,"""{\""30\"":{\""answer\"":false}}""",c3e5a8c4-5403-446d-a620-4fd306cf9dd2,``Yellow'' is one for the first things which come to mind when I hear ``orchid' because yellow is one of the typical colors of (a/an) orchid'.,``Bitter'' is one for the first things which come to mind when I hear ``coffee' because bitter is one of the typical tastes of (a/an) coffee'.,``Salty'' is one for the first things which come to mind when I hear ``beer' because salty is one of the typical tastes of (a/an) beer'.,4,1,https://app.prolific.co/submissions/complete?cc=4B07BDDA,typical_of_concept-yellow-orchid,Agree or disagree (run4-experiment2-batch97-70-70),148001,e815f75b-686d-4c53-9435-ef625d78988e
