filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,triple,name,id,uuid
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,0efd1792-a99c-457f-ae71-a16d2f276b7c,PROLIFIC,28-May-2020 18:09:44,468,20721,"""{\""47\"":{\""answer\"":false}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),179262,f7f37e8d-a725-46e4-8569-a181f1c59d81
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,5458f999-5d7b-4517-8f23-cc8f81dcf6f9,PROLIFIC,28-May-2020 18:19:12,468,20721,"""{\""21\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),179510,0f8abd38-76cb-41de-afa5-860cdaf7de36
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,8c2911af-9aab-4cc9-b854-11b8b00f49ab,PROLIFIC,28-May-2020 18:07:18,468,20721,"""{\""23\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),179145,5b580a79-160e-459f-939c-cd6b3a64a306
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,01eeb5d1-2a5f-45c4-ba39-ddbf24954839,PROLIFIC,28-May-2020 18:33:30,468,20721,"""{\""64\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),180343,56c8a874-fd97-491e-b81c-bf580591a111
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,d8a68f45-1e0d-4cb2-9245-9039624fbd66,PROLIFIC,28-May-2020 18:24:07,468,20721,"""{\""16\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),179699,f9380697-7862-4714-a279-862089fa9254
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,6d99d69c-4667-4084-8148-56d9372e9ea4,PROLIFIC,28-May-2020 18:14:44,468,20721,"""{\""2\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),179410,6547e490-953f-4e51-b9f8-8dd41115253e
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,d2a2f7d2-df3b-4a75-bc95-28a0fc89495b,PROLIFIC,28-May-2020 17:55:34,468,20721,"""{\""23\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),178861,0569d893-bedc-41f3-93de-6475dd0dd710
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,856cb510-02b9-408e-a2a8-a37d89e902a3,PROLIFIC,28-May-2020 18:39:45,468,20721,"""{\""67\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),180639,88310962-b0ca-4d22-96c9-964bc2c2d9f8
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,5395943b-b705-44ae-a414-8a2324ad9bc9,PROLIFIC,28-May-2020 17:54:33,468,20721,"""{\""15\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),178834,df7c0fb2-02ea-4176-8c3d-f0a3a926b790
qu70-s_qu70-batch138.csv,,NOT AVAILABLE,NOT AVAILABLE,605ba802-e6ee-4bbf-aa8a-d4645177a414,PROLIFIC,28-May-2020 17:48:27,468,20721,"""{\""32\"":{\""answer\"":true}}""",2f8f4a19-62f7-4c8c-9423-097bf96ca2b0,"Usually, (a/an) sulfonamide is not dangerous, but there could be a highly unusual situation in which (a/an) sulfonamide is dangerous.","Usually, (a/an) table is not furry, but there could be a highly unusual situation in which (a/an) table is furry.","Usually, (a/an) razor is not sharp, but there could be a highly unusual situation in which (a/an) razor is sharp.",4,1,https://app.prolific.co/submissions/complete?cc=26272D6E,unusual-dangerous-sulfonamide,Agree or disagree (run4-experiment2-batch138-70-70),178689,915b0d14-55c2-475a-a82c-fc110416afb7
