filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,triple,name,id,uuid
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,5797e374-78aa-4996-82c1-b1b16deaa653,PROLIFIC,20-May-2020 14:07:27,386,14561,"""{\""15\"":{\""answer\"":true}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116876,0876b01d-2e1c-4b03-8c84-729f4a9cb1df
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,5458f999-5d7b-4517-8f23-cc8f81dcf6f9,PROLIFIC,20-May-2020 14:05:58,386,14561,"""{\""34\"":{\""answer\"":false}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116803,7dd0ab5f-6fc9-4c46-8795-c761f0838b6b
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,1a19f54f-11b4-4b28-8554-14fa20bc48f5,PROLIFIC,20-May-2020 13:55:07,386,14561,"""{\""34\"":{\""answer\"":false}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116288,09ee1124-aab8-48d7-a176-0a70770ff190
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,5000abd8-d744-45b7-b75b-f17c5a378e28,PROLIFIC,20-May-2020 14:04:39,386,14561,"""{\""62\"":{\""answer\"":true}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116748,5d6afe8a-2f49-4c40-b649-866f6337c11e
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,198af280-c091-4c51-bd31-fc0e7923ad52,PROLIFIC,20-May-2020 14:02:06,386,14561,"""{\""55\"":{\""answer\"":true}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116624,7df9f03b-cd75-480a-89a5-8bc78f09791c
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,5395943b-b705-44ae-a414-8a2324ad9bc9,PROLIFIC,20-May-2020 13:57:41,386,14561,"""{\""37\"":{\""answer\"":false}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116405,4786c0b4-a5d2-4090-a4f0-8e69083b4878
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,1d3cfa2d-72e2-4327-91f8-6e07d1237275,PROLIFIC,20-May-2020 14:13:44,386,14561,"""{\""59\"":{\""answer\"":false}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),117203,456fd862-66f1-4fde-8ae6-e890c2d4d9a0
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,7bde4829-ecde-4880-88c4-fe45c482f30c,PROLIFIC,20-May-2020 13:59:48,386,14561,"""{\""38\"":{\""answer\"":true}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116502,e027f821-4bde-4d54-b6d4-e426d93584b1
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,e804f4a2-0897-4347-ba81-7c53bc0cc28a,PROLIFIC,20-May-2020 13:44:24,386,14561,"""{\""53\"":{\""answer\"":false}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116036,ab2e65d9-ec6c-48b0-8813-26288c5a2fee
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,e804f4a2-0897-4347-ba81-7c53bc0cc28a,PROLIFIC,20-May-2020 13:50:42,386,14561,"""{\""46\"":{\""answer\"":false}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116173,b567ef1c-c71b-48cb-a02c-043472748c19
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,a612f2c6-47d9-46aa-908a-4fb8fa1a8d75,PROLIFIC,20-May-2020 14:15:47,386,14561,"""{\""13\"":{\""answer\"":false}}""",22cd354d-6176-4784-9b0a-552c76c3e542,I know that being square is necessary for many things (a/an) computer does or is used for. ,I know that being pointy is necessary for many things (a/an) needle does or is used for. ,I know that being white is necessary for many things (a/an) t-shirt does or is used for. ,4,1,../worker_interaction/whitelist.txt,affording_activity-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),117294,3b221ca2-1da3-4a56-9b78-8d92da86e4c8
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,5797e374-78aa-4996-82c1-b1b16deaa653,PROLIFIC,20-May-2020 14:06:25,386,14562,"""{\""10\"":{\""answer\"":true}}""",aec68376-7cd5-40f1-b1bb-4ef0bb22221d,``Square'' is one for the first things which come to mind when I hear ``computer' because square is one of the typical shapes of (a/an) computer'.,``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.,``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.,4,1,../worker_interaction/whitelist.txt,typical_of_concept-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116824,a636d66e-9d79-4f79-b80d-61205e85e957
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,5458f999-5d7b-4517-8f23-cc8f81dcf6f9,PROLIFIC,20-May-2020 14:08:14,386,14562,"""{\""61\"":{\""answer\"":false}}""",aec68376-7cd5-40f1-b1bb-4ef0bb22221d,``Square'' is one for the first things which come to mind when I hear ``computer' because square is one of the typical shapes of (a/an) computer'.,``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.,``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.,4,1,../worker_interaction/whitelist.txt,typical_of_concept-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116915,8af3e03d-d9c9-44f6-bf45-0aeafdbdf31e
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,1a19f54f-11b4-4b28-8554-14fa20bc48f5,PROLIFIC,20-May-2020 13:56:52,386,14562,"""{\""54\"":{\""answer\"":true}}""",aec68376-7cd5-40f1-b1bb-4ef0bb22221d,``Square'' is one for the first things which come to mind when I hear ``computer' because square is one of the typical shapes of (a/an) computer'.,``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.,``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.,4,1,../worker_interaction/whitelist.txt,typical_of_concept-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116356,2dde6a83-7f40-4cbb-b22e-1a9a7fbbd4e0
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,5000abd8-d744-45b7-b75b-f17c5a378e28,PROLIFIC,20-May-2020 14:02:49,386,14562,"""{\""45\"":{\""answer\"":false}}""",aec68376-7cd5-40f1-b1bb-4ef0bb22221d,``Square'' is one for the first things which come to mind when I hear ``computer' because square is one of the typical shapes of (a/an) computer'.,``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.,``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.,4,1,../worker_interaction/whitelist.txt,typical_of_concept-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116661,ab238685-a1ed-4454-8f89-8cbc87fe0e99
qu70-s_qu70-batch56.csv,,NOT AVAILABLE,NOT AVAILABLE,198af280-c091-4c51-bd31-fc0e7923ad52,PROLIFIC,20-May-2020 14:01:57,386,14562,"""{\""53\"":{\""answer\"":true}}""",aec68376-7cd5-40f1-b1bb-4ef0bb22221d,``Square'' is one for the first things which come to mind when I hear ``computer' because square is one of the typical shapes of (a/an) computer'.,``Spicy'' is one for the first things which come to mind when I hear ``chili_pepper' because spicy is one of the typical tastes of (a/an) chili_pepper'.,``Sweet'' is one for the first things which come to mind when I hear ``spinach' because sweet is one of the typical tastes of (a/an) spinach'.,4,1,../worker_interaction/whitelist.txt,typical_of_concept-square-computer,Agree or disagree (run4-experiment2-batch56-70-70),116618,df226161-c5a4-478a-8707-595aff325406
