"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","id"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","578f4a16dcff7d0001c7ba38","PROLIFIC","20-Mar-2020 17:44:09","152","6106","""{\""24\"":{\""answer\"":true}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34775"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","5bbeb9e16322c500015ae44c","PROLIFIC","20-Mar-2020 17:41:17","152","6106","""{\""29\"":{\""answer\"":false}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34350"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","5d1c06cb799c310017c90868","PROLIFIC","20-Mar-2020 17:41:29","152","6106","""{\""44\"":{\""answer\"":true}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34380"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","5d67fe2073cd1d001a611229","PROLIFIC","20-Mar-2020 17:36:50","152","6106","""{\""2\"":{\""answer\"":false}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34006"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","5df0c7b60a30c6102c0772ba","PROLIFIC","20-Mar-2020 17:42:18","152","6106","""{\""39\"":{\""answer\"":true}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34498"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","5df80c0754ff235ba2adc8ec","PROLIFIC","20-Mar-2020 17:45:10","152","6106","""{\""41\"":{\""answer\"":true}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34948"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","5e0d4056dcd3e34d031771cf","PROLIFIC","20-Mar-2020 17:40:30","152","6106","""{\""37\"":{\""answer\"":false}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34242"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","5e73c7dbc26506000b938b4e","PROLIFIC","20-Mar-2020 17:39:24","152","6106","""{\""12\"":{\""answer\"":true}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34132"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","Engineer","PROLIFIC","20-Mar-2020 17:37:02","152","6106","""{\""7\"":{\""answer\"":false}}""","b663af9a-651d-11ea-824c-acde48001122","I think (a/an) cat can be red, but this is rare or uncommon.","I think (a/an) snail can be purple, but this is rare or uncommon.","I think (a/an) grizzley_bear can be grey, but this is rare or uncommon.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","rare-red-cat","34013"
"qu70-s_qu70-batch7.csv","","NOT AVAILABLE","NOT AVAILABLE","578f4a16dcff7d0001c7ba38","PROLIFIC","20-Mar-2020 17:50:45","152","6107","""{\""61\"":{\""answer\"":false}}""","b65fc772-651d-11ea-824c-acde48001122","I could say (a/an) aubergine is red, but I would most certainly not mean it literally.","I could say (a/an) anger is hot, but I would most certainly not mean it literally.
I could say (a/an) person is cold, but I would most certainly not mean it literally.
I could say (a/an) story is dark, but I would most certainly not mean it literally.","I could say (a/an) fire is hot, but I would most certainly not mean it literally.
I could say (a/an) stone is heavy, but I would most certainly not mean it literally.
I could say (a/an) argument is liquid, but I would most certainly not mean it literally.","3","1","https://app.prolific.co/submissions/complete?cc=16567E1F","creative-red-aubergine","35696"
