"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","id"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5a1c5d30df3fa800015c4f66","PROLIFIC","08-Apr-2020 09:51:47","224","9620","""{\""69\"":{\""answer\"":false}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69433"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5b65dd7bcda8590001dada98","PROLIFIC","08-Apr-2020 09:57:45","224","9620","""{\""54\"":{\""answer\"":true}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69770"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5c695e5a0d80fd000142743f","PROLIFIC","08-Apr-2020 10:00:17","224","9620","""{\""54\"":{\""answer\"":false}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69847"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5c9c027c1966cc000175158c","PROLIFIC","08-Apr-2020 10:05:03","224","9620","""{\""71\"":{\""answer\"":true}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69959"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5cfcf07cee119e000103de71","PROLIFIC","08-Apr-2020 09:55:09","224","9620","""{\""41\"":{\""answer\"":true}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69630"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5d54136b8a771b0019d9ebc3","PROLIFIC","08-Apr-2020 09:43:22","224","9620","""{\""64\"":{\""answer\"":false}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","68642"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5d67ffdef5c633001847babd","PROLIFIC","08-Apr-2020 09:53:56","224","9620","""{\""16\"":{\""answer\"":false}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69553"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5d7a5163c1f9be0001e4f891","PROLIFIC","08-Apr-2020 10:03:21","224","9620","""{\""48\"":{\""answer\"":true}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69931"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5e19ef8f4af67a2701cee389","PROLIFIC","08-Apr-2020 09:55:23","224","9620","""{\""33\"":{\""answer\"":true}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69641"
"qu67-s_qu67-batch53.csv","","NOT AVAILABLE","NOT AVAILABLE","5e2970787484741246dfb264","PROLIFIC","08-Apr-2020 09:56:19","224","9620","""{\""64\"":{\""answer\"":true}}""","8446e0b9-c7f1-4e1f-b1cb-aaf61fd006bb","You can find (a/an) shoe which can roll/be used for rolling. This is not what it usually does or is used for. ","You can find (a/an) fork which can stab/be used for stabing. This is not what it usually does or is used for. ","You can find (a/an) brush which can fly/be used for flying. This is not what it usually does or is used for. ","3","1","https://app.prolific.co/submissions/complete?cc=769055FC","afforded_unusual-roll-shoe","69700"
