"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","id"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","2020","PROLIFIC","03-Apr-2020 17:37:35","211","8658","""{\""33\"":{\""answer\"":false}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","60385"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","59e7bb385de9b000017ed2e4","PROLIFIC","03-Apr-2020 17:25:15","211","8658","""{\""23\"":{\""answer\"":true}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","59433"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","03-Apr-2020 18:23:53","211","8658","""{\""57\"":{\""answer\"":false}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","60621"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5c4338d8a04c050001a0a876","PROLIFIC","03-Apr-2020 17:24:05","211","8658","""{\""21\"":{\""answer\"":true}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","59317"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5c8831d20d005a00131367d3","PROLIFIC","03-Apr-2020 17:35:33","211","8658","""{\""50\"":{\""answer\"":true}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","60319"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5dd6f1d7c5faa268624c5037","PROLIFIC","03-Apr-2020 17:42:02","211","8658","""{\""44\"":{\""answer\"":false}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","60504"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5e15baff6887bcbb5425280d","PROLIFIC","03-Apr-2020 17:35:35","211","8658","""{\""54\"":{\""answer\"":false}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","60322"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5e5d0e5cde7bcc01152b64ce","PROLIFIC","03-Apr-2020 17:27:00","211","8658","""{\""60\"":{\""answer\"":false}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","59630"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5e61391b8f3f89033279a67a","PROLIFIC","03-Apr-2020 17:23:45","211","8658","""{\""13\"":{\""answer\"":false}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","59295"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5e83b667c3b7040f2d29ffce","PROLIFIC","03-Apr-2020 17:24:10","211","8658","""{\""1\"":{\""answer\"":false}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","59322"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","5e8671923c01b32a0c28c5a7","PROLIFIC","03-Apr-2020 17:22:35","211","8658","""{\""4\"":{\""answer\"":true}}""","df42e747-e715-40d3-9ec5-8fb2d4aad270","I think it is impossible for (a/an) water to be red.","I think it is impossible for (a/an) flame to be frozen.","I think it is impossible for (a/an) book to be light.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","impossible-red-water","59209"
"qu70-s_qu70-batch40.csv","","NOT AVAILABLE","NOT AVAILABLE","2020","PROLIFIC","03-Apr-2020 17:38:05","211","8659","""{\""37\"":{\""answer\"":true}}""","066b74fc-8fbe-48a3-bdde-1c615fee7227","You can find (a/an) water which is red. Red is one of a few possible colors (a/an) water can have. There is only a limited range of possible colors.","You can find (a/an) pepper which is red. Red is one of a few possible colors (a/an) pepper can have. There is only a limited range of possible colors.","You can find (a/an) t-shirt which is red. Red is one of a few possible colors (a/an) t-shirt can have. There is only a limited range of possible colors.","3","1","https://app.prolific.co/submissions/complete?cc=50E7F156","variability_limited-red-water","60404"
