"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","id"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5b4a24699c57d40001e26754","PROLIFIC","07-Apr-2020 16:44:30","221","9398","""{\""22\"":{\""answer\"":true}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","66804"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5c5305dc2617ac000139b163","PROLIFIC","07-Apr-2020 16:51:36","221","9398","""{\""11\"":{\""answer\"":false}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","67416"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5c5bc756c2a9020001bf4cbb","PROLIFIC","07-Apr-2020 16:45:17","221","9398","""{\""17\"":{\""answer\"":true}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","66880"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5cf97cad3c3cdd0016f1144c","PROLIFIC","07-Apr-2020 17:04:58","221","9398","""{\""32\"":{\""answer\"":false}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","67639"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5d1fa8c8cde8e900013abed6","PROLIFIC","07-Apr-2020 16:49:12","221","9398","""{\""55\"":{\""answer\"":true}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","67236"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5debbf853ccb8a2acc5bc1d6","PROLIFIC","07-Apr-2020 16:53:55","221","9398","""{\""67\"":{\""answer\"":true}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","67514"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5e820c95a7dfb990e185a7c8","PROLIFIC","07-Apr-2020 16:49:24","221","9398","""{\""47\"":{\""answer\"":false}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","67252"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5e82522c7cf52897774abfe3","PROLIFIC","07-Apr-2020 16:49:07","221","9398","""{\""45\"":{\""answer\"":true}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","67229"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","5e86116068b86421a020e345","PROLIFIC","07-Apr-2020 16:39:50","221","9398","""{\""2\"":{\""answer\"":true}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","66282"
"qu70-s_qu70-batch50.csv","","NOT AVAILABLE","NOT AVAILABLE","Stay at home mum","PROLIFIC","07-Apr-2020 16:40:16","221","9398","""{\""7\"":{\""answer\"":false}}""","3b45cc81-c467-470a-a2af-be2e5d8b369c","You can find (a/an) nozzle which can roll/be used for rolling. This distinguishes a certain type of nozzle from others. ","You can find (a/an) dog which can hunt/be used for hunting. This distinguishes a certain type of dog from others. ","You can find (a/an) dog which can breathe/be used for breatheing. This distinguishes a certain type of dog from others. ","3","1","https://app.prolific.co/submissions/complete?cc=533A97C9","variability_limited-roll-nozzle","66342"
