"label"	"categories_str"	"sources_str"	"certainty"	"cosine_centroid"	"manual_coarse_grained"	"space_selection"	"qumcrae_label"	"word"	"lemma"	"wiki_frequency"	"word_in_wn?"	"word_noun_in_wn?"	"word_noun_spacy?"	"n_navigli_clusters"	"n_onto_senses_n_v"	"n_wn_senses"	"min_wn_sim_wup"	"av_sim_wup"	"polysemy_type"	"mipvu"	"wn_abs_conc"	"filter"	"conc"	"fam"	"aoa"
"neg"	"is_black"	"veale_simile"	"not_certain"	0.101417697	3	"False"	-0	"crypt"	"crypt"	7106	"True"	"True"	"True"	0	0	1	0.8181818182	0.8181818182	"mon"		"conc"	"False"	573	320	539
"neg"	"blue"	"conceptnet"	"not_certain"	0.113797325	3	"False"	-0	"world"	"world"	1622378	"True"	"True"	"True"	4	8	9	0.1	0.2988622894	"poly"	"met non-met"	"abs-conc-n"	"False"	532	607	
"neg"	"is_black"	"cslb"	"not_certain"	0.1196791047	3	"False"	-0	"recorder"	"recorder"	11384	"True"	"True"	"True"	3	0	4	0.3636363636	0.5185383309	"poly"	"non-met"	"conc"	"False"			
"neg"	"is_black"	"cslb"	"not_certain"	0.1246974226	2	"True"	-0	"football"	"football"	719207	"True"	"True"	"True"	1	0	2	0.1	0.1	"poly"	"non-met"	"abs-conc"	"True"	584	565	233
"neg"	"is_black"	"cslb"	"not_certain"	0.1301107225	2	"True"	-0	"newspaper"	"newspaper"	157687	"True"	"True"	"True"	1	5	4	0.1	0.2484749455	"poly"	"non-met"	"abs-conc"	"True"	576	641	292
"neg"	"is_blue"	"mcrae"	"not_certain"	0.1368202334	3	"True"	"neg-is_blue-all"	"bluejay"	"bluejay"	102	"False"	"False"	"True"	0	0	0	"None"				-0	"False"			
"neg"	"is_black"	"cslb"	"not_certain"	0.1372794717	-0	"True"	-0	"tyre"	"tyre"	7024	"True"	"True"	"True"	1	0	2	0.3529411765	0.3529411765	"poly"	"non-met"	"conc-n"	"True"			
"neg"	"blue"	"conceptnet"	"not_certain"	0.1440131638	-0	"True"	-0	"ring"	"ring"	116797	"True"	"True"	"True"	9	16	15	0.125	0.2695056001	"homonyms_also_same_pos"	"met non-met"	"abs-conc"	"True"	593	589	208
"neg"	"is_black"	"cslb"	"not_certain"	0.147912673	-0	"True"	-0	"suit"	"suit"	53572	"True"	"True"	"True"	6	11	10	0.1111111111	0.2847771272	"homonyms_only_different_pos"	"met non-met"	"abs-conc"	"True"	545	543	
"neg"	"is_red"	"veale_simile"	"not_certain"	0.153137723	-0	"True"	-0	"indian"	"indian"	332847	"True"	"True"	"False"	0	0	5	0.1538461538	0.3173639226		"non-met"	"abs-conc"	"False"	622	546	
"neg"	"blue"	"conceptnet"	"not_certain"	0.1550212029	-0	"True"	-0	"shy"	"shy"	10056	"True"	"True"	"False"	4	4	6	0.2222222222	0.2222222222	"homonyms_also_same_pos"	"non-met"	"abs"	"False"			
"neg"	"is_black"	"veale_simile"	"not_certain"	0.1569638224	-0	"True"	-0	"rook"	"rook"	2930	"True"	"True"	"False"	2	0	3	0.32	0.32	"homonyms_also_same_pos"		"conc"	"False"			
"neg"	"black"	"conceptnet"	"not_certain"	0.1693820131	-0	"True"	-0	"humans"	"human"	86390	"True"	"True"	"True"	1	0	4	"None"		"homonyms_only_different_pos"	"non-met"	"conc"	"True"			
"neg"	"is_blue"	"veale_simile"	"not_certain"	0.1704743606	-0	"True"	-0	"jay"	"jay"	46167	"True"	"True"	"False"	1	0	2	0.48	0.48	"mon"		"conc-n"	"False"			
"neg"	"is_black black"	"conceptnet veale_simile"	"not_certain"	0.1710652283	-0	"True"	-0	"night"	"night"	326741	"True"	"True"	"True"	2	7	8	0.2222222222	0.4300797359	"poly"	"non-met"	"abs-n"	"True"	496	636	222
"neg"	"is_black"	"veale_simile"	"not_certain"	0.1712545091	-0	"True"	-0	"pit"	"pit"	36018	"True"	"True"	"True"	7	4	14	0.1111111111	0.4085711871	"homonyms_also_same_pos"	"non-met"	"abs-conc"	"True"	593	493	314
"neg"	"is_green"	"cslb"	"not_certain"	0.1728470828	-0	"True"	-0	"parka"	"parka"	1051	"True"	"True"	"True"	0	0	1	1	1	"poly"		"conc"	"True"			
"neg"	"black"	"conceptnet"	"not_certain"	0.1772466975	-0	"True"	-0	"tires"	"tire"	10107	"True"	"True"	"True"	2	4	5	0.1538461538	0.2235366485	"homonyms_only_different_pos"		"conc"	"True"			
"neg"	"is_black"	"mcrae"	"not_certain"	0.1790041646	-0	"True"	"neg-is_black-some"	"cannon"	"cannon"	29118	"True"	"True"	"True"	3	0	8	0.0909090909	0.3188091524	"homonyms_only_different_pos"		"abs-conc"	"True"	604	498	
"neg"	"black"	"conceptnet"	"not_certain"	0.1791686964	-0	"True"	-0	"tar"	"tar"	9890	"True"	"True"	"True"	2	0	3	0.2105263158	0.2105263158	"homonyms_only_different_pos"	"non-met"	"abs-conc"	"True"	597	491	
"neg"	"is_green"	"cslb"	"not_certain"	0.1806651786	-0	"True"	-0	"cricket"	"cricket"	121039	"True"	"True"	"True"	2	0	3	0.0869565217	0.0869565217	"homonyms_also_same_pos"	"non-met"	"abs-conc"	"True"			
"neg"	"is_green"	"cslb"	"not_certain"	0.1812472605	-0	"True"	-0	"tank"	"tank"	77579	"True"	"True"	"True"	6	9	8	0.1176470588	0.3673233715	"poly"	"non-met"	"abs-conc"	"True"	581	511	
"neg"	"is_black"	"cslb"	"not_certain"	0.1817535542	-0	"True"	-0	"clarinet"	"clarinet"	9397	"True"	"True"	"True"	0	0	1	1	1	"mon"		"conc"	"True"	633	464	
"neg"	"red"	"conceptnet"	"not_certain"	0.1824875625	-0	"True"	-0	"bloodstone"	"bloodstone"	523	"True"	"True"	"True"	0	0	1	1	1			"abs"	"True"			
"neg"	"is_red"	"cslb"	"not_certain"	0.1825011569	-0	"True"	-0	"robin"	"robin"	49512	"True"	"True"	"True"	1	0	2	0.9285714286	0.9285714286	"poly"	"non-met"	"conc"	"True"	637	487	233
"neg"	"is_red"	"mcrae"	"not_certain"	0.1842655571	-0	"True"	"neg-is_red-some"	"ambulance"	"ambulance"	15418	"True"	"True"	"True"	0	0	1	1	1	"mon"	"non-met"	"conc"	"True"	595	499	
"neg"	"green"	"conceptnet"	"not_certain"	0.1872959649	-0	"True"	-0	"leafs"	"leafs"	8730	"True"	"True"	"True"	0	0	6	0.25	0.2857142857			"abs-conc"	"True"			
"neg"	"is_yellow is_red"	"cslb cslb_crowd_neg"	"certain"	0.1879026502	-0	"True"	-0	"heart"	"heart"	185139	"True"	"True"	"True"	3	12	10	0.1176470588	0.24629587	"poly"	"met non-met"	"abs-conc"	"True"	605	578	281
"neg"	"is_black"	"cslb"	"not_certain"	0.1948667488	-0	"True"	-0	"cloak"	"cloak"	4920	"True"	"True"	"True"	1	6	5	0.25	0.3818277311	"homonyms_only_different_pos"	"non-met"	"conc"	"True"	543	423	
"neg"	"red"	"conceptnet"	"not_certain"	0.1952621975	-0	"True"	-0	"jeeps"	"jeep"	1452	"True"	"True"	"True"	0	0	1	1	1	"mon"		"conc"	"True"			
"pos"	"is_yellow is_red"	"cslb mcrae"	"not_certain"	0.2018847342	-0	"True"	"pos-is_yellow-some"	"bus"	"bus"	129573	"True"	"True"	"True"	4	4	7	0.1052631579	0.333516873	"homonyms_only_different_pos"	"non-met"	"abs-conc"	"True"			
"neg"	"is_black"	"veale_simile"	"not_certain"	0.2034652938	-0	"True"	-0	"blackboard"	"blackboard"	1243	"True"	"True"	"True"	0	0	1	1	1	"mon"		"conc"	"True"			
"neg"	"is_black"	"veale_simile"	"not_certain"	0.2037559899	-0	"True"	-0	"nightmare"	"nightmare"	9318	"True"	"True"	"True"	2	0	2	0.2222222222	0.2222222222	"poly"	"met non-met"	"abs"	"True"			
"neg"	"red green"	"conceptnet"	"not_certain"	0.2064621414	-0	"True"	-0	"car"	"car"	294557	"True"	"True"	"True"	1	4	5	0.4761904762	0.6434791524	"poly"	"non-met"	"conc"	"True"	622	634	197
"neg"	"is_red"	"cslb veale_simile"	"not_certain"	0.2064624126	-0	"True"	-0	"fox"	"fox"	107080	"True"	"True"	"True"	3	3	10	0.0909090909	0.330621991	"homonyms_only_different_pos"		"abs-conc-n"	"True"	605	501	283
"neg"	"is_black"	"cslb"	"not_certain"	0.2066114131	-0	"True"	-0	"piano"	"piano"	93430	"True"	"True"	"True"	1	0	4	0.1176470588	0.1176470588	"homonyms_only_different_pos"	"non-met"	"abs-conc"	"True"	615	545	253
"neg"	"red"	"conceptnet"	"not_certain"	0.2082043816	-0	"True"	-0	"cars"	"car"	145951	"True"	"True"	"True"	1	4	5	0.4761904762	0.6434791524	"poly"	"non-met"	"conc"	"True"			
"neg"	"black"	"conceptnet"	"not_certain"	0.2095134788	-0	"True"	-0	"jaguars"	"jaguar"	7180	"True"	"True"	"True"	0	0	1	1	1	"mon"		"conc"	"True"			
"neg"	"is_black is_blue"	"cslb"	"not_certain"	0.2096688379	-0	"True"	-0	"jeans"	"jean"	6584	"True"	"True"	"True"	1	0	2	0.5882352941	0.5882352941		"non-met"	"conc"	"True"			
"neg"	"is_black"	"veale_simile"	"not_certain"	0.2102246936	-0	"True"	-0	"cinder"	"cinder"	2161	"True"	"True"	"False"	0	0	1	1	1	"poly"		"conc"	"False"	579	382	
