filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bab67d77c0ebe000127dcc5,PROLIFIC,04-Dec-2019 10:41:01,98,3305,"""{\""30\"":{\""answer\"":true}}""",d7508a86-12a0-11ea-b098-acde48001122,(A/an) blade can roll or be used for rolling  but this is not what it usually does or is used for.,(A/an) knitting_needle can pierce or be used for pierceing  but this is not what it usually does or is used for.,(A/an) brush can fly or be used for flying  but this is not what it usually does or is used for.,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17987,afforded_unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bdb859c18f1b90001738f4a,PROLIFIC,04-Dec-2019 10:35:03,98,3305,"""{\""49\"":{\""answer\"":true}}""",d7508a86-12a0-11ea-b098-acde48001122,(A/an) blade can roll or be used for rolling  but this is not what it usually does or is used for.,(A/an) knitting_needle can pierce or be used for pierceing  but this is not what it usually does or is used for.,(A/an) brush can fly or be used for flying  but this is not what it usually does or is used for.,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17501,afforded_unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d7e4e3f3795e900011677fe,PROLIFIC,04-Dec-2019 10:54:26,98,3305,"""{\""46\"":{\""answer\"":true}}""",d7508a86-12a0-11ea-b098-acde48001122,(A/an) blade can roll or be used for rolling  but this is not what it usually does or is used for.,(A/an) knitting_needle can pierce or be used for pierceing  but this is not what it usually does or is used for.,(A/an) brush can fly or be used for flying  but this is not what it usually does or is used for.,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18388,afforded_unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d8e45a7d89bf800136c78e1,PROLIFIC,04-Dec-2019 10:41:15,98,3305,"""{\""52\"":{\""answer\"":true}}""",d7508a86-12a0-11ea-b098-acde48001122,(A/an) blade can roll or be used for rolling  but this is not what it usually does or is used for.,(A/an) knitting_needle can pierce or be used for pierceing  but this is not what it usually does or is used for.,(A/an) brush can fly or be used for flying  but this is not what it usually does or is used for.,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18011,afforded_unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de007c8693f22087d586ab4,PROLIFIC,04-Dec-2019 10:47:38,98,3305,"""{\""26\"":{\""answer\"":true}}""",d7508a86-12a0-11ea-b098-acde48001122,(A/an) blade can roll or be used for rolling  but this is not what it usually does or is used for.,(A/an) knitting_needle can pierce or be used for pierceing  but this is not what it usually does or is used for.,(A/an) brush can fly or be used for flying  but this is not what it usually does or is used for.,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18272,afforded_unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de473c81a889c03ebcb80ca,PROLIFIC,04-Dec-2019 10:34:55,98,3305,"""{\""28\"":{\""answer\"":false}}""",d7508a86-12a0-11ea-b098-acde48001122,(A/an) blade can roll or be used for rolling  but this is not what it usually does or is used for.,(A/an) knitting_needle can pierce or be used for pierceing  but this is not what it usually does or is used for.,(A/an) brush can fly or be used for flying  but this is not what it usually does or is used for.,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17493,afforded_unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,597aab70fd9fe50001166ba0,PROLIFIC,04-Dec-2019 10:29:13,98,3306,"""{\""0\"":{\""answer\"":true}}""",d7508cde-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) blade could roll. ","In an unusual situation, (a/an) student could teach. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17348,unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bab67d77c0ebe000127dcc5,PROLIFIC,04-Dec-2019 10:43:05,98,3306,"""{\""49\"":{\""answer\"":true}}""",d7508cde-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) blade could roll. ","In an unusual situation, (a/an) student could teach. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18114,unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bdb859c18f1b90001738f4a,PROLIFIC,04-Dec-2019 10:34:16,98,3306,"""{\""39\"":{\""answer\"":true}}""",d7508cde-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) blade could roll. ","In an unusual situation, (a/an) student could teach. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17463,unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d7e4e3f3795e900011677fe,PROLIFIC,04-Dec-2019 10:52:41,98,3306,"""{\""18\"":{\""answer\"":true}}""",d7508cde-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) blade could roll. ","In an unusual situation, (a/an) student could teach. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18351,unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d8e45a7d89bf800136c78e1,PROLIFIC,04-Dec-2019 10:32:58,98,3306,"""{\""8\"":{\""answer\"":false}}""",d7508cde-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) blade could roll. ","In an unusual situation, (a/an) student could teach. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17405,unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de007c8693f22087d586ab4,PROLIFIC,04-Dec-2019 10:39:39,98,3306,"""{\""9\"":{\""answer\"":false}}""",d7508cde-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) blade could roll. ","In an unusual situation, (a/an) student could teach. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17864,unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de473c81a889c03ebcb80ca,PROLIFIC,04-Dec-2019 10:35:31,98,3306,"""{\""33\"":{\""answer\"":true}}""",d7508cde-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) blade could roll. ","In an unusual situation, (a/an) student could teach. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17521,unusual-roll-blade
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bab67d77c0ebe000127dcc5,PROLIFIC,04-Dec-2019 10:40:20,98,3307,"""{\""24\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17928,typical_of_property-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bdb859c18f1b90001738f4a,PROLIFIC,04-Dec-2019 10:34:56,98,3307,"""{\""47\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17495,typical_of_property-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d7e4e3f3795e900011677fe,PROLIFIC,04-Dec-2019 10:54:45,98,3307,"""{\""50\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18395,typical_of_property-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d8e45a7d89bf800136c78e1,PROLIFIC,04-Dec-2019 10:42:52,98,3307,"""{\""62\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18100,typical_of_property-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de473c81a889c03ebcb80ca,PROLIFIC,04-Dec-2019 10:37:22,98,3307,"""{\""59\"":{\""answer\"":false}}""",d50673f8-12a0-11ea-b098-acde48001122,(A/An) yogurt is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) water is a typical example of things which are  grey. ,1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17661,typical_of_property-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bab67d77c0ebe000127dcc5,PROLIFIC,04-Dec-2019 10:43:15,98,3308,"""{\""52\"":{\""answer\"":true}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18123,unusual-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bdb859c18f1b90001738f4a,PROLIFIC,04-Dec-2019 10:31:08,98,3308,"""{\""4\"":{\""answer\"":true}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17364,unusual-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d7e4e3f3795e900011677fe,PROLIFIC,04-Dec-2019 10:55:14,98,3308,"""{\""59\"":{\""answer\"":true}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,18404,unusual-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d8e45a7d89bf800136c78e1,PROLIFIC,04-Dec-2019 10:36:20,98,3308,"""{\""23\"":{\""answer\"":true}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17582,unusual-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de473c81a889c03ebcb80ca,PROLIFIC,04-Dec-2019 10:36:36,98,3308,"""{\""46\"":{\""answer\"":false}}""",d5067a10-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) yogurt could be red. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17601,unusual-red-yogurt
qu70-s_qu70-batch25.csv,1,NOT AVAILABLE,NOT AVAILABLE,5bab67d77c0ebe000127dcc5,PROLIFIC,04-Dec-2019 10:40:34,98,3309,"""{\""26\"":{\""answer\"":true}}""",d5ebcdf4-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) fruit could be round. ","In an unusual situation, (a/an) rose could be bad. ","In an unusual situation, (a/an) razor could be sharp. ",1,1,https://app.prolific.co/submissions/complete?cc=3F464F6C,17950,unusual-round-fruit
