filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,5a7622caf49c9a0001f2f7a8,PROLIFIC,04-Dec-2019 12:01:58,102,3596,"""{\""63\"":{\""answer\"":true}}""",d751089e-12a0-11ea-b098-acde48001122,(A/an) pulley is a typical example of things which roll.,(A/an) baby is a typical example of things which cry.,(A/an) dog is a typical example of things which run.,1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19210,typical_of_property-roll-pulley
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,5db954a2af32f6000a8fe36c,PROLIFIC,04-Dec-2019 12:50:31,102,3596,"""{\""18\"":{\""answer\"":false}}""",d751089e-12a0-11ea-b098-acde48001122,(A/an) pulley is a typical example of things which roll.,(A/an) baby is a typical example of things which cry.,(A/an) dog is a typical example of things which run.,1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19596,typical_of_property-roll-pulley
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,5ddae8d6c23e0da4764f9fae,PROLIFIC,04-Dec-2019 12:01:33,102,3596,"""{\""44\"":{\""answer\"":true}}""",d751089e-12a0-11ea-b098-acde48001122,(A/an) pulley is a typical example of things which roll.,(A/an) baby is a typical example of things which cry.,(A/an) dog is a typical example of things which run.,1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19171,typical_of_property-roll-pulley
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de78426bbdd79000ec0259d,PROLIFIC,04-Dec-2019 12:00:45,102,3596,"""{\""24\"":{\""answer\"":false}}""",d751089e-12a0-11ea-b098-acde48001122,(A/an) pulley is a typical example of things which roll.,(A/an) baby is a typical example of things which cry.,(A/an) dog is a typical example of things which run.,1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19096,typical_of_property-roll-pulley
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,Education (teacher),PROLIFIC,04-Dec-2019 12:00:06,102,3596,"""{\""54\"":{\""answer\"":true}}""",d751089e-12a0-11ea-b098-acde48001122,(A/an) pulley is a typical example of things which roll.,(A/an) baby is a typical example of things which cry.,(A/an) dog is a typical example of things which run.,1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19030,typical_of_property-roll-pulley
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,5a7622caf49c9a0001f2f7a8,PROLIFIC,04-Dec-2019 12:02:53,102,3597,"""{\""77\"":{\""answer\"":false}}""",d4e68d68-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) crow could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19282,unusual-red-crow
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,5db954a2af32f6000a8fe36c,PROLIFIC,04-Dec-2019 12:49:44,102,3597,"""{\""8\"":{\""answer\"":false}}""",d4e68d68-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) crow could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19586,unusual-red-crow
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,5ddae8d6c23e0da4764f9fae,PROLIFIC,04-Dec-2019 12:00:05,102,3597,"""{\""28\"":{\""answer\"":false}}""",d4e68d68-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) crow could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19028,unusual-red-crow
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,5de78426bbdd79000ec0259d,PROLIFIC,04-Dec-2019 12:25:48,102,3597,"""{\""67\"":{\""answer\"":true}}""",d4e68d68-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) crow could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,19576,unusual-red-crow
qu70-s_qu70-batch29.csv,1,NOT AVAILABLE,NOT AVAILABLE,Education (teacher),PROLIFIC,04-Dec-2019 11:58:54,102,3597,"""{\""31\"":{\""answer\"":false}}""",d4e68d68-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) crow could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) beer could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=89EB6F6F,18924,unusual-red-crow
