filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple,uuid
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,97d61b62-47c8-4b03-9da1-01910ff808fb,PROLIFIC,29-Nov-2019 13:17:00,70,1172,"""{\""6\"":{\""answer\"":false}}""",d4f7eee6-12a0-11ea-b098-acde48001122,(A/An) potato is a typical example of things which are  red. ,(A/An) snow is a typical example of things which are  white. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=781483F6,5757,typical_of_property-red-potato,0a335f38-ff31-4e5a-878b-26428a4905ac
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,1cb0c4de-f618-4ad6-9402-b9a9ef0f66e4,PROLIFIC,29-Nov-2019 13:23:29,70,1172,"""{\""40\"":{\""answer\"":false}}""",d4f7eee6-12a0-11ea-b098-acde48001122,(A/An) potato is a typical example of things which are  red. ,(A/An) snow is a typical example of things which are  white. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=781483F6,5978,typical_of_property-red-potato,d5b02292-efc8-4923-8b53-94d118b7ade8
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,5b605b10438d71000164fb24,PROLIFIC,29-Nov-2019 13:24:56,70,1172,"""{\""52\"":{\""answer\"":false}}""",d4f7eee6-12a0-11ea-b098-acde48001122,(A/An) potato is a typical example of things which are  red. ,(A/An) snow is a typical example of things which are  white. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=781483F6,6018,typical_of_property-red-potato,ef7fc3ea-63fd-4d02-90b8-b8a215afba15
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,7917d4dc-9dd9-4775-a7e3-f1ddaf821506,PROLIFIC,29-Nov-2019 13:22:54,70,1172,"""{\""56\"":{\""answer\"":false}}""",d4f7eee6-12a0-11ea-b098-acde48001122,(A/An) potato is a typical example of things which are  red. ,(A/An) snow is a typical example of things which are  white. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=781483F6,5960,typical_of_property-red-potato,f04a827a-4b6d-48f6-bd56-8f28815d32e9
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,c287053c-0a69-4887-bfe3-6dbe98e26e4a,PROLIFIC,29-Nov-2019 13:35:38,70,1172,"""{\""64\"":{\""answer\"":false}}""",d4f7eee6-12a0-11ea-b098-acde48001122,(A/An) potato is a typical example of things which are  red. ,(A/An) snow is a typical example of things which are  white. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=781483F6,6167,typical_of_property-red-potato,5e1cdf81-16f1-4c16-b50b-68303541cc9c
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,ce1bc308-945c-4199-bb4b-25c3bd4cc54e,PROLIFIC,29-Nov-2019 13:32:00,70,1172,"""{\""47\"":{\""answer\"":false}}""",d4f7eee6-12a0-11ea-b098-acde48001122,(A/An) potato is a typical example of things which are  red. ,(A/An) snow is a typical example of things which are  white. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=781483F6,6122,typical_of_property-red-potato,478cdf12-f492-449b-a573-78eeddcf3a72
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,97d61b62-47c8-4b03-9da1-01910ff808fb,PROLIFIC,29-Nov-2019 13:16:56,70,1173,"""{\""5\"":{\""answer\"":true}}""",d4f7f4ea-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) potato could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) chocolate could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=781483F6,5756,unusual-red-potato,b6d78ae8-22ce-4c43-9857-502a5b4fb0a2
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,1cb0c4de-f618-4ad6-9402-b9a9ef0f66e4,PROLIFIC,29-Nov-2019 13:22:20,70,1173,"""{\""26\"":{\""answer\"":true}}""",d4f7f4ea-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) potato could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) chocolate could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=781483F6,5941,unusual-red-potato,fc6e5b00-c942-4d4a-a535-cacc832d42d7
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,5b605b10438d71000164fb24,PROLIFIC,29-Nov-2019 13:20:08,70,1173,"""{\""17\"":{\""answer\"":true}}""",d4f7f4ea-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) potato could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) chocolate could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=781483F6,5869,unusual-red-potato,3bb2bc19-b2cf-4aeb-8bc4-1f28da52a952
qu70-s_qu70-batch2.csv,1,NOT AVAILABLE,NOT AVAILABLE,7917d4dc-9dd9-4775-a7e3-f1ddaf821506,PROLIFIC,29-Nov-2019 13:21:29,70,1173,"""{\""42\"":{\""answer\"":true}}""",d4f7f4ea-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) potato could be red. ","In an unusual situation, (a/an) chocolate could be pink. ","In an unusual situation, (a/an) chocolate could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=781483F6,5919,unusual-red-potato,bf0e9764-393b-4cbf-b98c-187c17475ca7
