filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple,uuid
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,20e53711-28a7-405b-9435-df44d5515291,PROLIFIC,02-Dec-2019 14:26:45,81,2046,"""{\""22\"":{\""answer\"":true}}""",d5f98c82-12a0-11ea-b098-acde48001122,(A/An) cheeseburger can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11283,variability_limited-round-cheeseburger,1f6b59bf-52bc-4d92-acff-cabba88a9703
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,f5c90970-7e4f-48d5-b12f-5f8d2e1aa0e5,PROLIFIC,02-Dec-2019 14:28:42,81,2046,"""{\""62\"":{\""answer\"":true}}""",d5f98c82-12a0-11ea-b098-acde48001122,(A/An) cheeseburger can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11314,variability_limited-round-cheeseburger,0b5e1a2f-bcf9-42b6-9d54-f64dd7b7ad7b
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,6e3f60f2-0320-40bf-994a-14985d5affad,PROLIFIC,02-Dec-2019 14:26:26,81,2046,"""{\""69\"":{\""answer\"":true}}""",d5f98c82-12a0-11ea-b098-acde48001122,(A/An) cheeseburger can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11276,variability_limited-round-cheeseburger,b6a220c2-1dd7-4f24-8f40-c29f3c50ef66
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,1ca1e59f-a5ef-42ee-bb8b-1fddc2c05788,PROLIFIC,02-Dec-2019 14:47:52,81,2046,"""{\""38\"":{\""answer\"":false}}""",d5f98c82-12a0-11ea-b098-acde48001122,(A/An) cheeseburger can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,12048,variability_limited-round-cheeseburger,0780ea31-9718-44ff-85d3-be95064f6960
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,43b184ef-1b06-4987-bfc8-3d6cfa068be2,PROLIFIC,02-Dec-2019 14:25:18,81,2046,"""{\""60\"":{\""answer\"":true}}""",d5f98c82-12a0-11ea-b098-acde48001122,(A/An) cheeseburger can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) flower can be either white or a limited range of other options like white. ,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11241,variability_limited-round-cheeseburger,4d148d0c-f85c-498e-bf8c-667d9756ea3e
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,20e53711-28a7-405b-9435-df44d5515291,PROLIFIC,02-Dec-2019 14:26:04,81,2047,"""{\""17\"":{\""answer\"":true}}""",d5f98b1a-12a0-11ea-b098-acde48001122,Being round applies to cheeseburger and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being white applies to dress and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11265,implied_category-round-cheeseburger,19f28d4a-2c55-4538-895f-fbf9ddc9c297
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,f5c90970-7e4f-48d5-b12f-5f8d2e1aa0e5,PROLIFIC,02-Dec-2019 14:21:04,81,2047,"""{\""8\"":{\""answer\"":true}}""",d5f98b1a-12a0-11ea-b098-acde48001122,Being round applies to cheeseburger and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being white applies to dress and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11121,implied_category-round-cheeseburger,e7ec83be-190a-4075-bdf7-ac44740d3f71
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,6e3f60f2-0320-40bf-994a-14985d5affad,PROLIFIC,02-Dec-2019 14:23:42,81,2047,"""{\""42\"":{\""answer\"":true}}""",d5f98b1a-12a0-11ea-b098-acde48001122,Being round applies to cheeseburger and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being white applies to dress and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11196,implied_category-round-cheeseburger,0c156cd1-9092-4475-917e-f148ab20e257
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,1ca1e59f-a5ef-42ee-bb8b-1fddc2c05788,PROLIFIC,02-Dec-2019 14:50:15,81,2047,"""{\""66\"":{\""answer\"":true}}""",d5f98b1a-12a0-11ea-b098-acde48001122,Being round applies to cheeseburger and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being white applies to dress and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,12093,implied_category-round-cheeseburger,adedb0f0-c2b8-481f-9b62-dccef662ad41
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,43b184ef-1b06-4987-bfc8-3d6cfa068be2,PROLIFIC,02-Dec-2019 14:22:36,81,2047,"""{\""37\"":{\""answer\"":true}}""",d5f98b1a-12a0-11ea-b098-acde48001122,Being round applies to cheeseburger and other such things.,Being sweet applies to chocoloate_cake and other such things.,Being white applies to dress and other such things.,1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11164,implied_category-round-cheeseburger,159f498a-de66-4b90-a063-99a1f1f906cf
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,20e53711-28a7-405b-9435-df44d5515291,PROLIFIC,02-Dec-2019 14:27:43,81,2048,"""{\""34\"":{\""answer\"":false}}""",d5eb4b72-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) gourd could be round. ","In an unusual situation, (a/an) razor could be dull. ","In an unusual situation, (a/an) chocolate could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11302,unusual-round-gourd,e3601de6-0acd-445e-967d-e7abe2539ed3
qu70-s_qu70-batch9.csv,1,NOT AVAILABLE,NOT AVAILABLE,f5c90970-7e4f-48d5-b12f-5f8d2e1aa0e5,PROLIFIC,02-Dec-2019 14:22:39,81,2048,"""{\""19\"":{\""answer\"":true}}""",d5eb4b72-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) gourd could be round. ","In an unusual situation, (a/an) razor could be dull. ","In an unusual situation, (a/an) chocolate could be brown. ",1,1,https://app.prolific.co/submissions/complete?cc=5D944291,11165,unusual-round-gourd,86cdcb82-cb18-48f6-b206-6357df70c750
