filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple,uuid
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,7a7fa433-9f0e-413b-ac04-1c69c639b983,PROLIFIC,03-Dec-2019 18:11:57,93,2930,"""{\""18\"":{\""answer\"":false}}""",d4dbe674-12a0-11ea-b098-acde48001122,(A/An) weed is a typical example of things which are  red. ,(A/An) star is a typical example of things which are  shining. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,15776,typical_of_property-red-weed,db4e1479-eb28-42bd-8f52-5d6de6cf9b43
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,36f13e9f-c983-4ec7-83d8-19b0ab1ea9dd,PROLIFIC,03-Dec-2019 19:04:59,93,2930,"""{\""38\"":{\""answer\"":false}}""",d4dbe674-12a0-11ea-b098-acde48001122,(A/An) weed is a typical example of things which are  red. ,(A/An) star is a typical example of things which are  shining. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,16149,typical_of_property-red-weed,a7269f20-fcb2-49a2-a6c9-69b0e75f47e1
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,c06c5524-d352-450a-be7d-c4e5b4068743,PROLIFIC,03-Dec-2019 17:57:54,93,2930,"""{\""19\"":{\""answer\"":false}}""",d4dbe674-12a0-11ea-b098-acde48001122,(A/An) weed is a typical example of things which are  red. ,(A/An) star is a typical example of things which are  shining. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,15112,typical_of_property-red-weed,f84d149a-b9ac-4163-9279-6f1ab80447c0
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,b74a5f07-187e-4e5b-a2a2-8394ca1242a9,PROLIFIC,03-Dec-2019 17:59:02,93,2930,"""{\""43\"":{\""answer\"":false}}""",d4dbe674-12a0-11ea-b098-acde48001122,(A/An) weed is a typical example of things which are  red. ,(A/An) star is a typical example of things which are  shining. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,15194,typical_of_property-red-weed,34e090d5-1efc-43e3-b22a-0b1381c5a9b4
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,b74a5f07-187e-4e5b-a2a2-8394ca1242a9,PROLIFIC,03-Dec-2019 18:00:54,93,2930,"""{\""17\"":{\""answer\"":false}}""",d4dbe674-12a0-11ea-b098-acde48001122,(A/An) weed is a typical example of things which are  red. ,(A/An) star is a typical example of things which are  shining. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,15316,typical_of_property-red-weed,bf9ec145-c822-4066-8dc5-242f64490262
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,6498eeb1-41c6-407f-b181-387e47954220,PROLIFIC,03-Dec-2019 18:04:16,93,2930,"""{\""53\"":{\""answer\"":false}}""",d4dbe674-12a0-11ea-b098-acde48001122,(A/An) weed is a typical example of things which are  red. ,(A/An) star is a typical example of things which are  shining. ,(A/An) mouse is a typical example of things which are  small. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,15553,typical_of_property-red-weed,3b54c32a-a0bf-42f1-ac08-30a60557bba8
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,7a7fa433-9f0e-413b-ac04-1c69c639b983,PROLIFIC,03-Dec-2019 18:06:28,93,2931,"""{\""10\"":{\""answer\"":false}}""",d75861a2-12a0-11ea-b098-acde48001122,A certain type of roller can roll and other types cannot roll. ,A certain type of wild can hunt and other types cannot hunt. ,A certain type of snake can sleep and other types cannot sleep. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,15630,variability_subcategories-roll-roller,4c817e19-722c-40b5-91d2-40b5ce319e58
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,36f13e9f-c983-4ec7-83d8-19b0ab1ea9dd,PROLIFIC,03-Dec-2019 19:05:35,93,2931,"""{\""46\"":{\""answer\"":true}}""",d75861a2-12a0-11ea-b098-acde48001122,A certain type of roller can roll and other types cannot roll. ,A certain type of wild can hunt and other types cannot hunt. ,A certain type of snake can sleep and other types cannot sleep. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,16157,variability_subcategories-roll-roller,aa759dc9-bf0e-4d0e-bd3b-eee7f635df3c
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,c06c5524-d352-450a-be7d-c4e5b4068743,PROLIFIC,03-Dec-2019 18:00:37,93,2931,"""{\""50\"":{\""answer\"":false}}""",d75861a2-12a0-11ea-b098-acde48001122,A certain type of roller can roll and other types cannot roll. ,A certain type of wild can hunt and other types cannot hunt. ,A certain type of snake can sleep and other types cannot sleep. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,15303,variability_subcategories-roll-roller,7635c534-3ac9-4cc8-bc3e-b1d909b5e149
qu70-s_qu70-batch20.csv,1,NOT AVAILABLE,NOT AVAILABLE,b74a5f07-187e-4e5b-a2a2-8394ca1242a9,PROLIFIC,03-Dec-2019 18:02:13,93,2931,"""{\""44\"":{\""answer\"":true}}""",d75861a2-12a0-11ea-b098-acde48001122,A certain type of roller can roll and other types cannot roll. ,A certain type of wild can hunt and other types cannot hunt. ,A certain type of snake can sleep and other types cannot sleep. ,1,1,https://app.prolific.co/submissions/complete?cc=72C23848,15416,variability_subcategories-roll-roller,f7b3538d-84dd-4f86-85af-7785297880e3
