filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple,uuid
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,0b501ede-2c9e-4048-bcfe-4f15b7e4c5cd,PROLIFIC,02-Dec-2019 10:07:47,77,1751,"""{\""59\"":{\""answer\"":false}}""",d5e9d63e-12a0-11ea-b098-acde48001122,(A/An) salad cannot be round.,(A/An) steam cannot be solid.,(A/An) flame cannot be orange.,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9713,impossible-round-salad,29b65e4e-af86-483d-8247-1ea7efb47bde
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c42bcb65aca820001f71328,PROLIFIC,02-Dec-2019 09:57:12,77,1751,"""{\""49\"":{\""answer\"":false}}""",d5e9d63e-12a0-11ea-b098-acde48001122,(A/An) salad cannot be round.,(A/An) steam cannot be solid.,(A/An) flame cannot be orange.,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9474,impossible-round-salad,ab22cf1f-dac5-4179-919b-3a983c8f6e4f
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,3f5b0ceb-7889-481a-9c05-293e6463df8c,PROLIFIC,02-Dec-2019 09:51:52,77,1751,"""{\""5\"":{\""answer\"":false}}""",d5e9d63e-12a0-11ea-b098-acde48001122,(A/An) salad cannot be round.,(A/An) steam cannot be solid.,(A/An) flame cannot be orange.,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9012,impossible-round-salad,19139214-7ac9-40c8-89b8-2ce4848c730a
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,e22aa547-d6ea-4204-8e23-26681bfad944,PROLIFIC,02-Dec-2019 10:07:20,77,1751,"""{\""48\"":{\""answer\"":false}}""",d5e9d63e-12a0-11ea-b098-acde48001122,(A/An) salad cannot be round.,(A/An) steam cannot be solid.,(A/An) flame cannot be orange.,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9703,impossible-round-salad,deece704-bb8f-445e-84fc-0022e0a46f95
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,3f3d738b-a467-4beb-920d-6fc479d69200,PROLIFIC,02-Dec-2019 09:52:24,77,1751,"""{\""68\"":{\""answer\"":false}}""",d5e9d63e-12a0-11ea-b098-acde48001122,(A/An) salad cannot be round.,(A/An) steam cannot be solid.,(A/An) flame cannot be orange.,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9075,impossible-round-salad,fa8660db-3dc9-49eb-b3f6-b520fe5d8ca5
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,1bd9e64a-c573-4c71-9bdb-d574baa7bd6d,PROLIFIC,02-Dec-2019 09:59:14,77,1751,"""{\""30\"":{\""answer\"":false}}""",d5e9d63e-12a0-11ea-b098-acde48001122,(A/An) salad cannot be round.,(A/An) steam cannot be solid.,(A/An) flame cannot be orange.,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9544,impossible-round-salad,3485b1c5-858b-4703-8e09-109b2a0e9947
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,0b501ede-2c9e-4048-bcfe-4f15b7e4c5cd,PROLIFIC,02-Dec-2019 10:07:27,77,1752,"""{\""55\"":{\""answer\"":false}}""",d5f85330-12a0-11ea-b098-acde48001122,Being round is necessary for things (a/an) bulgur usually does or for things we usually do with (a/an) bulgur. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9705,affording_activity-round-bulgur,21690ad8-5cfe-4ad7-bbb8-650e26f4c6a7
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c42bcb65aca820001f71328,PROLIFIC,02-Dec-2019 09:54:10,77,1752,"""{\""12\"":{\""answer\"":true}}""",d5f85330-12a0-11ea-b098-acde48001122,Being round is necessary for things (a/an) bulgur usually does or for things we usually do with (a/an) bulgur. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9246,affording_activity-round-bulgur,bdd88e2a-79f3-4606-9b05-6ccacbc9d284
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,3f5b0ceb-7889-481a-9c05-293e6463df8c,PROLIFIC,02-Dec-2019 09:52:07,77,1752,"""{\""12\"":{\""answer\"":false}}""",d5f85330-12a0-11ea-b098-acde48001122,Being round is necessary for things (a/an) bulgur usually does or for things we usually do with (a/an) bulgur. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9045,affording_activity-round-bulgur,2ac48c57-094a-45be-a8d9-f3a43c0adede
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,e22aa547-d6ea-4204-8e23-26681bfad944,PROLIFIC,02-Dec-2019 10:07:28,77,1752,"""{\""49\"":{\""answer\"":true}}""",d5f85330-12a0-11ea-b098-acde48001122,Being round is necessary for things (a/an) bulgur usually does or for things we usually do with (a/an) bulgur. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9706,affording_activity-round-bulgur,3dcbb520-e077-43a3-b9a0-3efa8c50e551
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,3f3d738b-a467-4beb-920d-6fc479d69200,PROLIFIC,02-Dec-2019 09:51:27,77,1752,"""{\""40\"":{\""answer\"":true}}""",d5f85330-12a0-11ea-b098-acde48001122,Being round is necessary for things (a/an) bulgur usually does or for things we usually do with (a/an) bulgur. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,8974,affording_activity-round-bulgur,2ec06bba-dc12-4299-8cc5-829f404b2e68
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,1bd9e64a-c573-4c71-9bdb-d574baa7bd6d,PROLIFIC,02-Dec-2019 09:58:37,77,1752,"""{\""18\"":{\""answer\"":false}}""",d5f85330-12a0-11ea-b098-acde48001122,Being round is necessary for things (a/an) bulgur usually does or for things we usually do with (a/an) bulgur. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9525,affording_activity-round-bulgur,f842eade-1528-406e-a19f-f767362681a9
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,0b501ede-2c9e-4048-bcfe-4f15b7e4c5cd,PROLIFIC,02-Dec-2019 10:07:23,77,1753,"""{\""54\"":{\""answer\"":true}}""",d5e9d29c-12a0-11ea-b098-acde48001122,(A/An) salad can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) t-shirt can be either red or a limited range of other options like red. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9704,variability_limited-round-salad,497650dd-b567-41bc-a385-2a6a4e40de37
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c42bcb65aca820001f71328,PROLIFIC,02-Dec-2019 09:53:03,77,1753,"""{\""4\"":{\""answer\"":true}}""",d5e9d29c-12a0-11ea-b098-acde48001122,(A/An) salad can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) t-shirt can be either red or a limited range of other options like red. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9140,variability_limited-round-salad,619f724a-310a-469f-96b8-b3307971601f
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,3f5b0ceb-7889-481a-9c05-293e6463df8c,PROLIFIC,02-Dec-2019 09:53:00,77,1753,"""{\""28\"":{\""answer\"":true}}""",d5e9d29c-12a0-11ea-b098-acde48001122,(A/An) salad can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) t-shirt can be either red or a limited range of other options like red. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9134,variability_limited-round-salad,675fa435-693d-48fc-ba38-40d719119177
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,e22aa547-d6ea-4204-8e23-26681bfad944,PROLIFIC,02-Dec-2019 10:04:14,77,1753,"""{\""17\"":{\""answer\"":true}}""",d5e9d29c-12a0-11ea-b098-acde48001122,(A/An) salad can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) t-shirt can be either red or a limited range of other options like red. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9646,variability_limited-round-salad,c1e32b5d-d7fc-46b3-8fa5-baca07a61d5f
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,3f3d738b-a467-4beb-920d-6fc479d69200,PROLIFIC,02-Dec-2019 09:50:43,77,1753,"""{\""18\"":{\""answer\"":true}}""",d5e9d29c-12a0-11ea-b098-acde48001122,(A/An) salad can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) t-shirt can be either red or a limited range of other options like red. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,8912,variability_limited-round-salad,c8d1ba0d-8ce2-4af2-902e-ca6b384b5a45
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,1bd9e64a-c573-4c71-9bdb-d574baa7bd6d,PROLIFIC,02-Dec-2019 09:57:36,77,1753,"""{\""7\"":{\""answer\"":false}}""",d5e9d29c-12a0-11ea-b098-acde48001122,(A/An) salad can be either round or a limited range of other options like round. ,(A/An) rose can be either white or a limited range of other options like white. ,(A/An) t-shirt can be either red or a limited range of other options like red. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9497,variability_limited-round-salad,ba79499f-205e-4517-8c40-da24ed87d061
qu70-s_qu70-batch5.csv,1,NOT AVAILABLE,NOT AVAILABLE,0b501ede-2c9e-4048-bcfe-4f15b7e4c5cd,PROLIFIC,02-Dec-2019 10:08:43,77,1754,"""{\""68\"":{\""answer\"":true}}""",d4ea94bc-12a0-11ea-b098-acde48001122,(A/An) strawberry is a typical example of things which are  red. ,(A/An) rainbow is a typical example of things which are  colorful. ,(A/An) dress is a typical example of things which are  white. ,1,1,https://app.prolific.co/submissions/complete?cc=461ED612,9736,typical_of_property-red-strawberry,519782ef-c662-4288-8b78-d7eac03236f4
