filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,id,triple
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,55887149fdf99b5a49c225e3,PROLIFIC,04-Dec-2019 13:20:10,104,3745,"""{\""12\"":{\""answer\"":false}}""",d5f81b18-12a0-11ea-b098-acde48001122,(A/An) donut cannot be round.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19742,impossible-round-donut
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,599aca876b939900012da2cd,PROLIFIC,04-Dec-2019 13:33:39,104,3745,"""{\""31\"":{\""answer\"":false}}""",d5f81b18-12a0-11ea-b098-acde48001122,(A/An) donut cannot be round.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20522,impossible-round-donut
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5af478d820299700016d0748,PROLIFIC,04-Dec-2019 13:27:16,104,3745,"""{\""59\"":{\""answer\"":false}}""",d5f81b18-12a0-11ea-b098-acde48001122,(A/An) donut cannot be round.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20242,impossible-round-donut
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c8119441c40f30001b464b1,PROLIFIC,04-Dec-2019 13:18:21,104,3745,"""{\""38\"":{\""answer\"":false}}""",d5f81b18-12a0-11ea-b098-acde48001122,(A/An) donut cannot be round.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19694,impossible-round-donut
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d5eb70caf0eac00178c1a02,PROLIFIC,04-Dec-2019 13:27:54,104,3745,"""{\""48\"":{\""answer\"":false}}""",d5f81b18-12a0-11ea-b098-acde48001122,(A/An) donut cannot be round.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20285,impossible-round-donut
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,55887149fdf99b5a49c225e3,PROLIFIC,04-Dec-2019 13:36:09,104,3746,"""{\""54\"":{\""answer\"":false}}""",d4f6cc64-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) bloodstone. ,Being spicy is typical of (a/an) chili_pepper. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20550,typical_of_concept-red-bloodstone
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,599aca876b939900012da2cd,PROLIFIC,04-Dec-2019 13:25:36,104,3746,"""{\""24\"":{\""answer\"":true}}""",d4f6cc64-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) bloodstone. ,Being spicy is typical of (a/an) chili_pepper. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20077,typical_of_concept-red-bloodstone
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5af478d820299700016d0748,PROLIFIC,04-Dec-2019 13:26:33,104,3746,"""{\""50\"":{\""answer\"":true}}""",d4f6cc64-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) bloodstone. ,Being spicy is typical of (a/an) chili_pepper. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20169,typical_of_concept-red-bloodstone
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c8119441c40f30001b464b1,PROLIFIC,04-Dec-2019 13:19:05,104,3746,"""{\""50\"":{\""answer\"":true}}""",d4f6cc64-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) bloodstone. ,Being spicy is typical of (a/an) chili_pepper. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19710,typical_of_concept-red-bloodstone
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d5eb70caf0eac00178c1a02,PROLIFIC,04-Dec-2019 13:20:30,104,3746,"""{\""1\"":{\""answer\"":true}}""",d4f6cc64-12a0-11ea-b098-acde48001122,Being red is typical of (a/an) bloodstone. ,Being spicy is typical of (a/an) chili_pepper. ,Being sweet is typical of (a/an) carrot. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19748,typical_of_concept-red-bloodstone
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,55887149fdf99b5a49c225e3,PROLIFIC,04-Dec-2019 13:18:58,104,3747,"""{\""2\"":{\""answer\"":false}}""",d4fcd03c-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) lewisia usually does or for things we usually do with (a/an) lewisia. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being grey is necessary for things (a/an) car usually does or for things we usually do with (a/an) car. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19707,affording_activity-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,599aca876b939900012da2cd,PROLIFIC,04-Dec-2019 13:38:08,104,3747,"""{\""55\"":{\""answer\"":true}}""",d4fcd03c-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) lewisia usually does or for things we usually do with (a/an) lewisia. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being grey is necessary for things (a/an) car usually does or for things we usually do with (a/an) car. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20595,affording_activity-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5af478d820299700016d0748,PROLIFIC,04-Dec-2019 13:22:41,104,3747,"""{\""14\"":{\""answer\"":false}}""",d4fcd03c-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) lewisia usually does or for things we usually do with (a/an) lewisia. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being grey is necessary for things (a/an) car usually does or for things we usually do with (a/an) car. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19851,affording_activity-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c8119441c40f30001b464b1,PROLIFIC,04-Dec-2019 13:17:33,104,3747,"""{\""19\"":{\""answer\"":false}}""",d4fcd03c-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) lewisia usually does or for things we usually do with (a/an) lewisia. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being grey is necessary for things (a/an) car usually does or for things we usually do with (a/an) car. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19675,affording_activity-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d5eb70caf0eac00178c1a02,PROLIFIC,04-Dec-2019 13:28:15,104,3747,"""{\""51\"":{\""answer\"":false}}""",d4fcd03c-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) lewisia usually does or for things we usually do with (a/an) lewisia. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being grey is necessary for things (a/an) car usually does or for things we usually do with (a/an) car. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20310,affording_activity-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,55887149fdf99b5a49c225e3,PROLIFIC,04-Dec-2019 13:22:22,104,3748,"""{\""24\"":{\""answer\"":false}}""",d4f5ac6c-12a0-11ea-b098-acde48001122,(A/An) carnation cannot be red.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19835,impossible-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,599aca876b939900012da2cd,PROLIFIC,04-Dec-2019 13:38:48,104,3748,"""{\""63\"":{\""answer\"":false}}""",d4f5ac6c-12a0-11ea-b098-acde48001122,(A/An) carnation cannot be red.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20618,impossible-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5af478d820299700016d0748,PROLIFIC,04-Dec-2019 13:26:25,104,3748,"""{\""48\"":{\""answer\"":false}}""",d4f5ac6c-12a0-11ea-b098-acde48001122,(A/An) carnation cannot be red.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20152,impossible-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c8119441c40f30001b464b1,PROLIFIC,04-Dec-2019 13:17:10,104,3748,"""{\""12\"":{\""answer\"":false}}""",d4f5ac6c-12a0-11ea-b098-acde48001122,(A/An) carnation cannot be red.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19668,impossible-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d5eb70caf0eac00178c1a02,PROLIFIC,04-Dec-2019 13:26:40,104,3748,"""{\""38\"":{\""answer\"":false}}""",d4f5ac6c-12a0-11ea-b098-acde48001122,(A/An) carnation cannot be red.,(A/An) flame cannot be frozen.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20180,impossible-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,55887149fdf99b5a49c225e3,PROLIFIC,04-Dec-2019 13:23:57,104,3749,"""{\""40\"":{\""answer\"":true}}""",d7581544-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) eyelet could roll. ","In an unusual situation, (a/an) dog could speak. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19952,unusual-roll-eyelet
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,599aca876b939900012da2cd,PROLIFIC,04-Dec-2019 13:38:20,104,3749,"""{\""58\"":{\""answer\"":true}}""",d7581544-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) eyelet could roll. ","In an unusual situation, (a/an) dog could speak. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20602,unusual-roll-eyelet
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5af478d820299700016d0748,PROLIFIC,04-Dec-2019 13:26:40,104,3749,"""{\""52\"":{\""answer\"":true}}""",d7581544-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) eyelet could roll. ","In an unusual situation, (a/an) dog could speak. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20179,unusual-roll-eyelet
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c8119441c40f30001b464b1,PROLIFIC,04-Dec-2019 13:17:42,104,3749,"""{\""21\"":{\""answer\"":false}}""",d7581544-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) eyelet could roll. ","In an unusual situation, (a/an) dog could speak. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19677,unusual-roll-eyelet
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d5eb70caf0eac00178c1a02,PROLIFIC,04-Dec-2019 13:28:01,104,3749,"""{\""49\"":{\""answer\"":true}}""",d7581544-12a0-11ea-b098-acde48001122,"In an unusual situation, (a/an) eyelet could roll. ","In an unusual situation, (a/an) dog could speak. ","In an unusual situation, (a/an) teacher could teach. ",1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20298,unusual-roll-eyelet
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,55887149fdf99b5a49c225e3,PROLIFIC,04-Dec-2019 13:25:18,104,3750,"""{\""43\"":{\""answer\"":false}}""",d4fcdbae-12a0-11ea-b098-acde48001122,(A/An) lewisia cannot be red.,(A/An) steam cannot be solid.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20054,impossible-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,599aca876b939900012da2cd,PROLIFIC,04-Dec-2019 13:37:07,104,3750,"""{\""43\"":{\""answer\"":false}}""",d4fcdbae-12a0-11ea-b098-acde48001122,(A/An) lewisia cannot be red.,(A/An) steam cannot be solid.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20568,impossible-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5af478d820299700016d0748,PROLIFIC,04-Dec-2019 13:23:52,104,3750,"""{\""25\"":{\""answer\"":false}}""",d4fcdbae-12a0-11ea-b098-acde48001122,(A/An) lewisia cannot be red.,(A/An) steam cannot be solid.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19947,impossible-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c8119441c40f30001b464b1,PROLIFIC,04-Dec-2019 13:17:26,104,3750,"""{\""17\"":{\""answer\"":false}}""",d4fcdbae-12a0-11ea-b098-acde48001122,(A/An) lewisia cannot be red.,(A/An) steam cannot be solid.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19673,impossible-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d5eb70caf0eac00178c1a02,PROLIFIC,04-Dec-2019 13:27:22,104,3750,"""{\""44\"":{\""answer\"":false}}""",d4fcdbae-12a0-11ea-b098-acde48001122,(A/An) lewisia cannot be red.,(A/An) steam cannot be solid.,(A/An) rose cannot be white.,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20251,impossible-red-lewisia
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,55887149fdf99b5a49c225e3,PROLIFIC,04-Dec-2019 13:21:54,104,3751,"""{\""18\"":{\""answer\"":false}}""",d4f5a37a-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) carnation usually does or for things we usually do with (a/an) carnation. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19804,affording_activity-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,599aca876b939900012da2cd,PROLIFIC,04-Dec-2019 13:23:20,104,3751,"""{\""12\"":{\""answer\"":true}}""",d4f5a37a-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) carnation usually does or for things we usually do with (a/an) carnation. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19906,affording_activity-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5af478d820299700016d0748,PROLIFIC,04-Dec-2019 13:24:54,104,3751,"""{\""30\"":{\""answer\"":true}}""",d4f5a37a-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) carnation usually does or for things we usually do with (a/an) carnation. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20020,affording_activity-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5c8119441c40f30001b464b1,PROLIFIC,04-Dec-2019 13:17:17,104,3751,"""{\""13\"":{\""answer\"":true}}""",d4f5a37a-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) carnation usually does or for things we usually do with (a/an) carnation. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,19669,affording_activity-red-carnation
qu70-s_qu70-batch31.csv,1,NOT AVAILABLE,NOT AVAILABLE,5d5eb70caf0eac00178c1a02,PROLIFIC,04-Dec-2019 13:26:28,104,3751,"""{\""36\"":{\""answer\"":false}}""",d4f5a37a-12a0-11ea-b098-acde48001122,Being red is necessary for things (a/an) carnation usually does or for things we usually do with (a/an) carnation. ,Being cold is necessary for things (a/an) ice usually does or for things we usually do with (a/an) ice. ,Being light is necessary for things (a/an) dress usually does or for things we usually do with (a/an) dress. ,1,1,https://app.prolific.co/submissions/complete?cc=CAA4F541,20157,affording_activity-red-carnation
