"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","name","id"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5b461982b002f50001253d0e","PROLIFIC","03-Jun-2020 09:08:48","489","22233","""{\""3\"":{\""answer\"":true}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","192894"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5ba85a9d032d360001b83177","PROLIFIC","03-Jun-2020 09:26:08","489","22233","""{\""59\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","193506"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5bb2db13f05e410001fa0c8a","PROLIFIC","03-Jun-2020 09:54:31","489","22233","""{\""9\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","194963"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5bb7b83ab791890001f4fd90","PROLIFIC","03-Jun-2020 09:39:58","489","22233","""{\""16\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","194299"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5c62a91524035400014b69dc","PROLIFIC","03-Jun-2020 09:34:35","489","22233","""{\""59\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","194004"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5c72a71f595f3f00015b5849","PROLIFIC","03-Jun-2020 09:34:48","489","22233","""{\""16\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","194020"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5cd74735c78b7d0001f9b364","PROLIFIC","03-Jun-2020 09:31:49","489","22233","""{\""24\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","193806"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5cf5475052e49400153b3c5d","PROLIFIC","03-Jun-2020 09:39:20","489","22233","""{\""12\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","194245"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5cf62cccc39158001940031f","PROLIFIC","03-Jun-2020 09:31:39","489","22233","""{\""63\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","193792"
"qu70-s_qu70-batch157.csv","","NOT AVAILABLE","NOT AVAILABLE","5e518641c702b0000d6da0b5","PROLIFIC","03-Jun-2020 09:34:21","489","22233","""{\""50\"":{\""answer\"":false}}""","93382a5b-e140-4405-b2f0-e4b9144c91da","You can find (a/an) redstart which can lay_eggs/be used for laying eggs. This distinguishes a certain type of redstart from others. ","You can find (a/an) lamp which can read/be used for reading. This distinguishes a certain type of lamp from others. ","You can find (a/an) coat which can cook/be used for cooking. This distinguishes a certain type of coat from others. ","4","1","https://app.prolific.co/submissions/complete?cc=1BA98CCF","variability_limited-lay_eggs-redstart","Agree or disagree (run4-experiment2-batch157-70-70)","193988"
