"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","id"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","111","PROLIFIC","09-Apr-2020 11:04:24","229","9970","""{\""47\"":{\""answer\"":true}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","72909"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5aade0fe917b3b00010d4879","PROLIFIC","09-Apr-2020 11:11:32","229","9970","""{\""44\"":{\""answer\"":true}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","73201"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5b6db5b112da5f0001cead93","PROLIFIC","09-Apr-2020 11:10:36","229","9970","""{\""9\"":{\""answer\"":true}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","73166"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5bbdb64056161d000101208d","PROLIFIC","09-Apr-2020 11:48:55","229","9970","""{\""23\"":{\""answer\"":false}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","73440"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5c61d2b04e9b2600011a15bf","PROLIFIC","09-Apr-2020 11:18:46","229","9970","""{\""34\"":{\""answer\"":false}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","73330"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5ced734dcbc3c90017c29d28","PROLIFIC","09-Apr-2020 11:00:22","229","9970","""{\""3\"":{\""answer\"":true}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","72672"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5d2ded996ab7c0000152c592","PROLIFIC","09-Apr-2020 11:07:13","229","9970","""{\""12\"":{\""answer\"":false}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","73042"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5e1ba13b2c53523d1e476bae","PROLIFIC","09-Apr-2020 11:01:23","229","9970","""{\""2\"":{\""answer\"":true}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","72723"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5e67916958c24d035ba2aff9","PROLIFIC","09-Apr-2020 11:08:55","229","9970","""{\""17\"":{\""answer\"":false}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","73104"
"qu70-s_qu70-batch58.csv","","NOT AVAILABLE","NOT AVAILABLE","5e8a0f142ba2ef6b5e8f645f","PROLIFIC","09-Apr-2020 11:05:26","229","9970","""{\""43\"":{\""answer\"":true}}""","089faedc-33e9-47a7-ac3c-ea87a421df5e","I know that all or most grindstone(s) roll regularly or are used for rolling regularly. ","I know that all or most candle(s) burn regularly or are used for burning regularly. ","I know that all or most person(s) crawl regularly or are used for crawling regularly. ","3","1","https://app.prolific.co/submissions/complete?cc=3974E814","afforded_usual-roll-grindstone","72954"
