"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","id"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","589e989ce6afe00001d349a8","PROLIFIC","26-Mar-2020 16:53:30","191","7209","""{\""66\"":{\""answer\"":false}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","44979"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","26-Mar-2020 17:47:38","191","7209","""{\""41\"":{\""answer\"":false}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","45734"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5d5047590ea65a001adcec9f","PROLIFIC","26-Mar-2020 17:06:58","191","7209","""{\""22\"":{\""answer\"":false}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","45524"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5e2310c9e37cd95baf4003a3","PROLIFIC","26-Mar-2020 17:04:03","191","7209","""{\""54\"":{\""answer\"":false}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","45479"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5e4e86b070e1ed2d6e4e3f62","PROLIFIC","26-Mar-2020 16:58:16","191","7209","""{\""46\"":{\""answer\"":true}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","45353"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5e6A4950b3ef740224c41","PROLIFIC","26-Mar-2020 16:49:20","191","7209","""{\""34\"":{\""answer\"":false}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","44337"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5e6a65e0f2e93f016351c9fb","PROLIFIC","26-Mar-2020 16:55:31","191","7209","""{\""55\"":{\""answer\"":false}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","45150"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5e7104944bccf2000a81dab3","PROLIFIC","26-Mar-2020 16:50:25","191","7209","""{\""15\"":{\""answer\"":false}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","44526"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5e7ca153a60b642ec708809f","PROLIFIC","26-Mar-2020 16:49:36","191","7209","""{\""27\"":{\""answer\"":false}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","44385"
"qu70-s_qu70-batch21.csv","","NOT AVAILABLE","NOT AVAILABLE","5e7cbbbcf0a5a004b60b48f7","PROLIFIC","26-Mar-2020 16:56:07","191","7209","""{\""35\"":{\""answer\"":true}}""","b693b5e6-651d-11ea-824c-acde48001122","I know that (a/an) chive is red as most or all other things similar to (a/an) chive are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) table is transparent as most or all other things similar to (a/an) table are transparent. ","3","1","https://app.prolific.co/submissions/complete?cc=7AED29A2","implied_category-red-chive","45193"
