"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","id"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","5b222aff59f9620001c109cb","PROLIFIC","23-Mar-2020 12:37:08","155","6341","""{\""28\"":{\""answer\"":false}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","37994"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","5c03a21540207800014af27f","PROLIFIC","23-Mar-2020 11:50:30","155","6341","""{\""73\"":{\""answer\"":false}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","37063"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","5cdc5a76fa9e8d0001bcb934","PROLIFIC","23-Mar-2020 11:40:37","155","6341","""{\""5\"":{\""answer\"":false}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","36440"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","5d5a650898cf220016ec58fe","PROLIFIC","23-Mar-2020 11:59:00","155","6341","""{\""42\"":{\""answer\"":false}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","37573"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","5d7547a2b74545001a5a5bbb","PROLIFIC","23-Mar-2020 11:49:27","155","6341","""{\""26\"":{\""answer\"":false}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","36964"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","5d76a2dc2a476a0001ce6843","PROLIFIC","23-Mar-2020 11:50:39","155","6341","""{\""63\"":{\""answer\"":true}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","37085"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","5d970320520c980013241545","PROLIFIC","23-Mar-2020 11:44:16","155","6341","""{\""13\"":{\""answer\"":false}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","36588"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","5ddaaaabc944d1a08138b0cc","PROLIFIC","23-Mar-2020 11:47:45","155","6341","""{\""57\"":{\""answer\"":true}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","36810"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","Dawid Groszyk","PROLIFIC","23-Mar-2020 11:39:36","155","6341","""{\""1\"":{\""answer\"":true}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","36410"
"qu70-s_qu70-batch10.csv","","NOT AVAILABLE","NOT AVAILABLE","Shummana.2010@hotmail.com","PROLIFIC","23-Mar-2020 11:45:00","155","6341","""{\""35\"":{\""answer\"":false}}""","b6651c5e-651d-11ea-824c-acde48001122","I know that (a/an) glass is red as most or all other things similar to (a/an) glass are red. ","I know that (a/an) chocoloate_cake is sweet as most or all other things similar to (a/an) chocoloate_cake are sweet. ","I know that (a/an) bread is liquid as most or all other things similar to (a/an) bread are liquid. ","3","1","https://app.prolific.co/submissions/complete?cc=2C192FC0","implied_category-red-glass","36629"
