"filename","listnumber","assignmentid","hitid","workerid","origin","timestamp","partid","questionid","answer","quid","description","exampletrue","examplefalse","run","sublist","completionurl","triple","name","id"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","58542426733c730001a5d1f4","PROLIFIC","05-Jun-2020 19:00:33","510","23815","""{\""24\"":{\""answer\"":false}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","210654"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5aecae757ed5460001574a29","PROLIFIC","05-Jun-2020 18:34:44","510","23815","""{\""51\"":{\""answer\"":true}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","208947"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5b9e10d4f074140001051011","PROLIFIC","05-Jun-2020 18:59:23","510","23815","""{\""18\"":{\""answer\"":true}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","210586"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5c573b734dabe6000176ac3d","PROLIFIC","05-Jun-2020 18:52:42","510","23815","""{\""37\"":{\""answer\"":true}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","210019"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5c6158304fde3d0001474c20","PROLIFIC","05-Jun-2020 18:53:16","510","23815","""{\""38\"":{\""answer\"":true}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","210083"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5c6400cbcb937d00012d8866","PROLIFIC","05-Jun-2020 18:50:21","510","23815","""{\""8\"":{\""answer\"":false}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","209800"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5debbf853ccb8a2acc5bc1d6","PROLIFIC","05-Jun-2020 18:57:12","510","23815","""{\""6\"":{\""answer\"":false}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","210481"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5e7156645b050e07277c6682","PROLIFIC","05-Jun-2020 18:55:44","510","23815","""{\""46\"":{\""answer\"":true}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","210361"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5e8d690133b50414025ce479","PROLIFIC","05-Jun-2020 18:58:13","510","23815","""{\""48\"":{\""answer\"":true}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","210529"
"qu70-s_qu70-batch178.csv","","NOT AVAILABLE","NOT AVAILABLE","5eb0916942bbba12b60e2bd4","PROLIFIC","05-Jun-2020 19:03:38","510","23815","""{\""49\"":{\""answer\"":true}}""","27f6d902-9436-4789-970e-a30fe46f3505","I think (a/an) cherry can be yellow, but this is rare or uncommon.","I think (a/an) rose can be black, but this is rare or uncommon.","I think (a/an) rose can be yellow, but this is rare or uncommon.","4","1","https://app.prolific.co/submissions/complete?cc=610BF475","rare-yellow-cherry","Agree or disagree (run4-experiment2-batch178-70-70)","210808"
