filename,listnumber,assignmentid,hitid,workerid,origin,timestamp,partid,questionid,answer,quid,description,exampletrue,examplefalse,run,sublist,completionurl,triple,id,uuid
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,b9e956fd-b44b-4ec6-9609-a2e36207d73b,PROLIFIC,26-Mar-2020 10:26:54,188,6980,"""{\""56\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,43138,a3f2a86b-7743-4f8e-be6b-5443c503a84e
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,5a91cb166219a30001d2e6ef,PROLIFIC,26-Mar-2020 10:27:07,188,6980,"""{\""43\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,43159,476bbad1-b0a8-420d-857b-93235d35a35f
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,7df1470d-39a5-44e5-a907-6bf5c7432ceb,PROLIFIC,26-Mar-2020 10:19:49,188,6980,"""{\""1\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,42643,c6ba7154-c6c9-47ce-b268-c83e7d835d8c
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,dace76bc-d84e-442e-b376-c93a998e1641,PROLIFIC,26-Mar-2020 10:21:56,188,6980,"""{\""20\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,42733,a3ca8342-b4a1-4c81-84e6-6f39ab260ec3
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,9dbeec75-f511-4cd5-974e-bcce39abb3f0,PROLIFIC,26-Mar-2020 10:26:13,188,6980,"""{\""39\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,43092,a683f8a8-3c82-4473-a463-325ddcfaa31e
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,7e65c5d4-0467-498e-a09a-3c0783e4e316,PROLIFIC,26-Mar-2020 10:23:08,188,6980,"""{\""42\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,42821,dcb8df67-6d53-4091-bbbd-8a12c47168b0
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,3dad7290-5e89-4340-9c49-15454b8ca9bf,PROLIFIC,26-Mar-2020 10:26:59,188,6980,"""{\""48\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,43145,2471d1a0-6e48-4d48-b5f6-cf08a0a334bb
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,ca1a01f4-b96a-435b-866f-a5dc9a36c5f8,PROLIFIC,26-Mar-2020 10:26:56,188,6980,"""{\""23\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,43141,ba73104b-3429-45ba-99b3-a44653f86f18
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,19b4d509-2f01-40f5-846b-dd875232e8df,PROLIFIC,26-Mar-2020 10:32:19,188,6980,"""{\""36\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,43384,547a4776-2815-464d-9677-d0b797d0e301
qu70-s_qu70-batch18.csv,,NOT AVAILABLE,NOT AVAILABLE,083ed602-2c17-4ce6-a198-ce976e957a78,PROLIFIC,26-Mar-2020 10:28:20,188,6980,"""{\""37\"":{\""answer\"":false}}""",b87de0ca-651d-11ea-824c-acde48001122,I know that being round is necessary for many things (a/an) syrup does or is used for. ,I know that being bright is necessary for many things (a/an) flashlight does or is used for. ,I know that being grey is necessary for many things (a/an) car does or is used for. ,3,1,https://app.prolific.co/submissions/complete?cc=4558A3AB,affording_activity-round-syrup,43246,f1a6e467-fc32-467f-b711-bcfbcedcfe2f
